ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
3778,E01003778,Redbridge 014E,421,0.2610643
3779,E01003779,Redbridge 014F,888,2.808587
3780,E01003780,Redbridge 014G,233,-0.7644911
3781,E01003781,Redbridge 026A,524,0.8229377
3782,E01003782,Redbridge 026B,206,-0.9117783
3783,E01003783,Redbridge 029A,557,1.002955
3784,E01003784,Redbridge 029B,207,-0.9063232
3785,E01003785,Redbridge 029C,431,0.3156151
3786,E01003786,Redbridge 026C,198,-0.9554189
3787,E01003787,Redbridge 026D,283,-0.491737
3788,E01003788,Redbridge 029D,655,1.537553
3789,E01003789,Redbridge 018A,289,-0.4590065
3790,E01003790,Redbridge 027A,597,1.221159
3791,E01003791,Redbridge 027B,321,-0.2844439
3792,E01003792,Redbridge 027C,457,0.4574472
3793,E01003793,Redbridge 027D,635,1.428452
3794,E01003794,Redbridge 018B,211,-0.8845029
3795,E01003795,Redbridge 018C,194,-0.9772393
3796,E01003796,Redbridge 018D,292,-0.4426412
3797,E01003797,Richmond upon Thames 001A,428,0.2992499
3798,E01003798,Richmond upon Thames 001B,510,0.7465666
3799,E01003799,Richmond upon Thames 001C,198,-0.9554189
3800,E01003800,Richmond upon Thames 001D,406,0.1792381
3801,E01003801,Richmond upon Thames 001E,139,-1.277269
3802,E01003802,Richmond upon Thames 001F,108,-1.446376
3803,E01003803,Richmond upon Thames 001G,655,1.537553
3804,E01003804,Richmond upon Thames 005A,246,-0.693575
3805,E01003805,Richmond upon Thames 012A,118,-1.391825
3806,E01003806,Richmond upon Thames 012B,130,-1.326364
3807,E01003807,Richmond upon Thames 005B,338,-0.1917075
3808,E01003808,Richmond upon Thames 005C,261,-0.6117488
3809,E01003809,Richmond upon Thames 005D,228,-0.7917665
3810,E01003810,Richmond upon Thames 019A,321,-0.2844439
3811,E01003811,Richmond upon Thames 018A,268,-0.5735632
3812,E01003812,Richmond upon Thames 018B,332,-0.224438
3813,E01003813,Richmond upon Thames 019B,405,0.173783
3814,E01003814,Richmond upon Thames 019C,900,2.874048
3815,E01003815,Richmond upon Thames 019D,390,0.09195677
3816,E01003816,Richmond upon Thames 012C,301,-0.3935455
3817,E01003817,Richmond upon Thames 012D,429,0.304705
3818,E01003818,Richmond upon Thames 017A,239,-0.7317606
3819,E01003819,Richmond upon Thames 017B,765,2.137612
3820,E01003820,Richmond upon Thames 017C,388,0.0810466
3821,E01003821,Richmond upon Thames 008A,317,-0.3062642
3822,E01003822,Richmond upon Thames 023A,244,-0.7044852
3823,E01003823,Richmond upon Thames 023B,253,-0.6553894
3824,E01003824,Richmond upon Thames 023C,384,0.05922627
3825,E01003825,Richmond upon Thames 023D,218,-0.8463173
3826,E01003826,Richmond upon Thames 023E,778,2.208528
3827,E01003827,Richmond upon Thames 023F,350,-0.1262465
3828,E01003828,Richmond upon Thames 020A,197,-0.960874
3829,E01003829,Richmond upon Thames 020B,715,1.864858
3830,E01003830,Richmond upon Thames 020C,320,-0.289899
3831,E01003831,Richmond upon Thames 020D,333,-0.2189829
3832,E01003832,Richmond upon Thames 020E,694,1.750302
3833,E01003833,Richmond upon Thames 020F,630,1.401176
3834,E01003834,Richmond upon Thames 022A,503,0.708381
3835,E01003835,Richmond upon Thames 022B,179,-1.059065
3836,E01003836,Richmond upon Thames 022C,755,2.083062
3837,E01003837,Richmond upon Thames 022D,390,0.09195677
3838,E01003838,Richmond upon Thames 022E,293,-0.4371862
3839,E01003839,Richmond upon Thames 022F,522,0.8120276
3840,E01003840,Richmond upon Thames 013A,273,-0.5462878
3841,E01003841,Richmond upon Thames 013B,614,1.313895
3842,E01003842,Richmond upon Thames 013C,450,0.4192617
3843,E01003843,Richmond upon Thames 013D,423,0.2719745
3844,E01003844,Richmond upon Thames 013E,372,-0.006234706
3845,E01003845,Richmond upon Thames 013F,409,0.1956033
3846,E01003846,Richmond upon Thames 002A,145,-1.244538
3847,E01003847,Richmond upon Thames 002B,259,-0.6226589
3848,E01003848,Richmond upon Thames 004A,388,0.0810466
3849,E01003849,Richmond upon Thames 002C,407,0.1846932
3850,E01003850,Richmond upon Thames 004B,278,-0.5190124
3851,E01003851,Richmond upon Thames 002D,364,-0.04987536
3852,E01003852,Richmond upon Thames 003A,360,-0.07169569
3853,E01003853,Richmond upon Thames 003B,452,0.4301718
3854,E01003854,Richmond upon Thames 003C,360,-0.07169569
3855,E01003855,Richmond upon Thames 003D,456,0.4519922
3856,E01003856,Richmond upon Thames 003E,222,-0.824497
3857,E01003857,Richmond upon Thames 003F,265,-0.5899285
3858,E01003858,Richmond upon Thames 003G,336,-0.2026176
3859,E01003859,Richmond upon Thames 005E,187,-1.015425
3860,E01003860,Richmond upon Thames 002E,326,-0.2571685
3861,E01003861,Richmond upon Thames 004C,335,-0.2080727
3862,E01003862,Richmond upon Thames 004D,455,0.4465371
3863,E01003863,Richmond upon Thames 004E,544,0.9320394
3864,E01003864,Richmond upon Thames 002F,292,-0.4426412
3865,E01003865,Richmond upon Thames 004F,348,-0.1371567
3866,E01003866,Richmond upon Thames 007A,176,-1.075431
3867,E01003867,Richmond upon Thames 011A,302,-0.3880904
3868,E01003868,Richmond upon Thames 007B,183,-1.037245
3869,E01003869,Richmond upon Thames 011B,322,-0.2789888
3870,E01003870,Richmond upon Thames 011C,211,-0.8845029
3871,E01003871,Richmond upon Thames 007C,157,-1.179077
3872,E01003872,Richmond upon Thames 007D,187,-1.015425
3873,E01003873,Richmond upon Thames 006A,323,-0.2735337
3874,E01003874,Richmond upon Thames 006B,283,-0.491737
3875,E01003875,Richmond upon Thames 006C,350,-0.1262465
3876,E01003876,Richmond upon Thames 008B,263,-0.6008386
3877,E01003877,Richmond upon Thames 008C,410,0.2010584
3878,E01003878,Richmond upon Thames 006D,971,3.261359
3879,E01003879,Richmond upon Thames 008D,98,-1.500927
3880,E01003880,Richmond upon Thames 016A,271,-0.557198
3881,E01003881,Richmond upon Thames 016B,236,-0.7481258
3882,E01003882,Richmond upon Thames 014A,295,-0.426276
3883,E01003883,Richmond upon Thames 014B,275,-0.5353776
3884,E01003884,Richmond upon Thames 016C,418,0.2446991
3885,E01003885,Richmond upon Thames 016D,288,-0.4644616
3886,E01003886,Richmond upon Thames 021A,212,-0.8790478
3887,E01003887,Richmond upon Thames 021B,193,-0.9826943
3888,E01003888,Richmond upon Thames 021C,863,2.67221
3889,E01003889,Richmond upon Thames 021D,351,-0.1207914
3890,E01003890,Richmond upon Thames 018C,197,-0.960874
3891,E01003891,Richmond upon Thames 018D,198,-0.9554189
3892,E01003892,Richmond upon Thames 009A,329,-0.2408032
3893,E01003893,Richmond upon Thames 009B,360,-0.07169569
3894,E01003894,Richmond upon Thames 009C,211,-0.8845029
3895,E01003895,Richmond upon Thames 009D,385,0.06468136
3896,E01003896,Richmond upon Thames 014C,355,-0.0989711
3897,E01003897,Richmond upon Thames 014D,241,-0.7208504
3898,E01003898,Richmond upon Thames 015A,336,-0.2026176
3899,E01003899,Richmond upon Thames 015B,272,-0.5517429
3900,E01003900,Richmond upon Thames 015C,637,1.439362
3901,E01003901,Richmond upon Thames 015D,233,-0.7644911
3902,E01003902,Richmond upon Thames 015E,369,-0.02259995
3903,E01003903,Richmond upon Thames 015F,334,-0.2135278
3904,E01003904,Richmond upon Thames 015G,358,-0.08260585
3905,E01003905,Richmond upon Thames 010A,269,-0.5681081
3906,E01003906,Richmond upon Thames 010B,698,1.772122
3907,E01003907,Richmond upon Thames 010C,608,1.281165
3908,E01003908,Richmond upon Thames 010D,262,-0.6062937
3909,E01003909,Richmond upon Thames 010E,281,-0.5026471
3910,E01003910,Richmond upon Thames 011D,366,-0.0389652
3911,E01003911,Southwark 020A,263,-0.6008386
3912,E01003912,Southwark 019A,371,-0.01168979
3913,E01003913,Southwark 024A,688,1.717571
3914,E01003914,Southwark 024B,422,0.2665194
3915,E01003915,Southwark 024C,446,0.3974413
3916,E01003916,Southwark 020B,288,-0.4644616
3917,E01003917,Southwark 020C,488,0.6265548
3918,E01003918,Southwark 020D,465,0.5010879
3919,E01003919,Southwark 021A,437,0.3483456
3920,E01003920,Southwark 021B,427,0.2937948
3921,E01003921,Southwark 021C,1248,4.772417
3922,E01003922,Southwark 021D,403,0.1628728
3923,E01003923,Southwark 017A,352,-0.1153363
3924,E01003924,Southwark 021E,370,-0.01714487
3925,E01003925,Southwark 020E,672,1.63029
3926,E01003926,Southwark 021F,389,0.08650168
3927,E01003927,Southwark 002A,376,0.01558562
3928,E01003928,Southwark 005A,655,1.537553
3929,E01003929,Southwark 002B,369,-0.02259995
3930,E01003930,Southwark 005B,511,0.7520217
3931,E01003931,Southwark 005C,452,0.4301718
3932,E01003932,Southwark 005D,643,1.472092
3933,E01003933,Southwark 005E,541,0.9156741
3934,E01003934,Southwark 002C,416,0.2337889
3935,E01003935,Southwark 002D,442,0.375621
3936,E01003936,Southwark 009A,82,-1.588208
3937,E01003937,Southwark 009B,152,-1.206353
3938,E01003938,Southwark 006A,231,-0.7754012
3939,E01003939,Southwark 002E,248,-0.6826648
3940,E01003940,Southwark 006B,330,-0.2353481
3941,E01003941,Southwark 006C,208,-0.9008681
3942,E01003942,Southwark 006D,277,-0.5244675
3943,E01003943,Southwark 009C,322,-0.2789888
3944,E01003944,Southwark 009D,531,0.8611233
3945,E01003945,Southwark 033A,321,-0.2844439
3946,E01003946,Southwark 033B,385,0.06468136
3947,E01003947,Southwark 033C,498,0.6811056
3948,E01003948,Southwark 033D,381,0.04286103
3949,E01003949,Southwark 032A,341,-0.1753422
3950,E01003950,Southwark 032B,443,0.3810761
3951,E01003951,Southwark 033E,299,-0.4044557
3952,E01003952,Southwark 030A,311,-0.3389947
3953,E01003953,Southwark 028A,291,-0.4480963
3954,E01003954,Southwark 030B,308,-0.3553599
3955,E01003955,Southwark 028B,401,0.1519627
3956,E01003956,Southwark 030C,325,-0.2626235
3957,E01003957,Southwark 032C,337,-0.1971626
3958,E01003958,Southwark 032D,525,0.8283928
3959,E01003959,Southwark 009E,353,-0.1098813
3960,E01003960,Southwark 012A,193,-0.9826943
3961,E01003961,Southwark 012B,534,0.8774885
3962,E01003962,Southwark 012C,578,1.117512
3963,E01003963,Southwark 016A,382,0.04831611
3964,E01003964,Southwark 015A,378,0.02649578
3965,E01003965,Southwark 012D,423,0.2719745
3966,E01003966,Southwark 015B,426,0.2883397
3967,E01003967,Southwark 016B,348,-0.1371567
3968,E01003968,Southwark 015C,328,-0.2462583
3969,E01003969,Southwark 017B,333,-0.2189829
3970,E01003970,Southwark 016C,322,-0.2789888
3971,E01003971,Southwark 015D,268,-0.5735632
3972,E01003972,Southwark 016D,265,-0.5899285
3973,E01003973,Southwark 016E,447,0.4028964
3974,E01003974,Southwark 015E,399,0.1410525
3975,E01003975,Southwark 004A,371,-0.01168979
3976,E01003976,Southwark 003A,273,-0.5462878
3977,E01003977,Southwark 010A,416,0.2337889
3978,E01003978,Southwark 004B,260,-0.6172039
3979,E01003979,Southwark 006E,1112,4.030526
3980,E01003980,Southwark 013A,531,0.8611233
3981,E01003981,Southwark 006F,365,-0.04442028
3982,E01003982,Southwark 003B,150,-1.217263
3983,E01003983,Southwark 018A,344,-0.158977
3984,E01003984,Southwark 023A,562,1.030231
3985,E01003985,Southwark 022A,368,-0.02805503
3986,E01003986,Southwark 011A,635,1.428452
3987,E01003987,Southwark 011B,364,-0.04987536
3988,E01003988,Southwark 018B,372,-0.006234706
3989,E01003989,Southwark 018C,237,-0.7426707
3990,E01003990,Southwark 018D,330,-0.2353481
3991,E01003991,Southwark 017C,771,2.170343
3992,E01003992,Southwark 014A,371,-0.01168979
3993,E01003993,Southwark 017D,421,0.2610643
3994,E01003994,Southwark 012E,515,0.773842
3995,E01003995,Southwark 014B,622,1.357536
3996,E01003996,Southwark 014C,267,-0.5790183
3997,E01003997,Southwark 017E,363,-0.05533044
3998,E01003998,Southwark 014D,399,0.1410525
3999,E01003999,Southwark 014E,304,-0.3771803
4000,E01004000,Southwark 026A,512,0.7574767
4001,E01004001,Southwark 026B,596,1.215704
4002,E01004002,Southwark 029A,406,0.1792381
4003,E01004003,Southwark 023B,619,1.34117
4004,E01004004,Southwark 023C,697,1.766667
4005,E01004005,Southwark 023D,1038,3.62685
4006,E01004006,Southwark 023E,673,1.635745
4007,E01004007,Southwark 018E,347,-0.1426117
4008,E01004008,Southwark 022B,409,0.1956033
4009,E01004009,Southwark 022C,708,1.826673
4010,E01004010,Southwark 022D,242,-0.7153953
4011,E01004011,Southwark 019B,254,-0.6499344
4012,E01004012,Southwark 019C,199,-0.9499638
4013,E01004013,Southwark 019D,343,-0.1644321
4014,E01004014,Southwark 019E,739,1.99578
4015,E01004015,Southwark 028C,459,0.4683574
4016,E01004016,Southwark 029B,312,-0.3335396
4017,E01004017,Southwark 029C,403,0.1628728
4018,E01004018,Southwark 032E,248,-0.6826648
4019,E01004019,Southwark 026C,390,0.09195677
4020,E01004020,Southwark 029D,458,0.4629023
4021,E01004021,Southwark 028D,314,-0.3226294
4022,E01004022,Southwark 004C,574,1.095692
4023,E01004023,Southwark 004D,539,0.9047639
4024,E01004024,Southwark 011C,682,1.684841
4025,E01004025,Southwark 003C,34,-1.850052
4026,E01004026,Southwark 003D,39,-1.822777
4027,E01004027,Southwark 003E,203,-0.9281435
4028,E01004028,Southwark 004E,412,0.2119686
4029,E01004029,Southwark 001A,135,-1.299089
4030,E01004030,Southwark 007A,353,-0.1098813
4031,E01004031,Southwark 007B,342,-0.1698872
4032,E01004032,Southwark 001B,83,-1.582753
4033,E01004033,Southwark 007C,512,0.7574767
4034,E01004034,Southwark 007D,368,-0.02805503
4035,E01004035,Southwark 011D,695,1.755757
4036,E01004036,Southwark 007E,309,-0.3499049
4037,E01004037,Southwark 010B,207,-0.9063232
4038,E01004038,Southwark 010C,177,-1.069976
4039,E01004039,Southwark 013B,279,-0.5135573
4040,E01004040,Southwark 013C,349,-0.1317016
4041,E01004041,Southwark 013D,333,-0.2189829
4042,E01004042,Southwark 010D,699,1.777577
4043,E01004043,Southwark 010E,501,0.6974708
4044,E01004044,Southwark 013E,411,0.2065135
4045,E01004045,Southwark 027A,265,-0.5899285
4046,E01004046,Southwark 028E,276,-0.5299226
4047,E01004047,Southwark 027B,393,0.108322
4048,E01004048,Southwark 027C,340,-0.1807973
4049,E01004049,Southwark 027D,283,-0.491737
4050,E01004050,Southwark 024D,206,-0.9117783
4051,E01004051,Southwark 027E,262,-0.6062937
4052,E01004052,Southwark 024E,375,0.01013054
4053,E01004053,Southwark 001C,169,-1.113616
4054,E01004054,Southwark 001D,132,-1.315454
4055,E01004055,Southwark 001E,417,0.239244
4056,E01004056,Southwark 008A,249,-0.6772098
4057,E01004057,Southwark 008B,378,0.02649578
4058,E01004058,Southwark 008C,57,-1.724585
4059,E01004059,Southwark 008D,76,-1.620939
4060,E01004060,Southwark 008E,613,1.30844
4061,E01004061,Southwark 025A,392,0.1028669
4062,E01004062,Southwark 025B,614,1.313895
4063,E01004063,Southwark 025C,726,1.924864
4064,E01004064,Southwark 026D,392,0.1028669
4065,E01004065,Southwark 025D,404,0.1683279
4066,E01004066,Southwark 025E,420,0.2556092
4067,E01004067,Southwark 022E,305,-0.3717252
4068,E01004068,Southwark 026E,627,1.384811
4069,E01004069,Southwark 031A,150,-1.217263
4070,E01004070,Southwark 031B,401,0.1519627
4071,E01004071,Southwark 030D,583,1.144788
4072,E01004072,Southwark 030E,279,-0.5135573
4073,E01004073,Southwark 031C,260,-0.6172039
4074,E01004074,Southwark 031D,186,-1.02088
4075,E01004075,Southwark 031E,131,-1.320909
4076,E01004076,Sutton 011A,386,0.07013644
4077,E01004077,Sutton 011B,351,-0.1207914
4078,E01004078,Sutton 011C,462,0.4847227
4079,E01004079,Sutton 011D,262,-0.6062937
4080,E01004080,Sutton 011E,234,-0.759036
4081,E01004081,Sutton 011F,338,-0.1917075
4082,E01004082,Sutton 011G,170,-1.108161
4083,E01004083,Sutton 019A,692,1.739391
4084,E01004084,Sutton 024A,331,-0.2298931
4085,E01004085,Sutton 024B,285,-0.4808268
4086,E01004086,Sutton 019B,361,-0.06624061
4087,E01004087,Sutton 017A,272,-0.5517429
4088,E01004088,Sutton 019C,716,1.870313
4089,E01004089,Sutton 019D,573,1.090237
4090,E01004090,Sutton 021A,967,3.239539
4091,E01004091,Sutton 022A,264,-0.5953835
4092,E01004092,Sutton 022B,298,-0.4099108
4093,E01004093,Sutton 023A,276,-0.5299226
4094,E01004094,Sutton 023B,231,-0.7754012
4095,E01004095,Sutton 023C,439,0.3592558
4096,E01004096,Sutton 021B,414,0.2228787
4097,E01004097,Sutton 015A,234,-0.759036
4098,E01004098,Sutton 015B,692,1.739391
4099,E01004099,Sutton 015C,458,0.4629023
4100,E01004100,Sutton 015D,413,0.2174236
4101,E01004101,Sutton 013A,316,-0.3117193
4102,E01004102,Sutton 015E,336,-0.2026176
4103,E01004103,Sutton 013B,207,-0.9063232
4104,E01004104,Sutton 020A,219,-0.8408622
4105,E01004105,Sutton 022C,280,-0.5081022
4106,E01004106,Sutton 022D,171,-1.102706
4107,E01004107,Sutton 020B,361,-0.06624061
4108,E01004108,Sutton 024C,721,1.897589
4109,E01004109,Sutton 024D,487,0.6210997
4110,E01004110,Sutton 016A,357,-0.08806093
4111,E01004111,Sutton 016B,356,-0.09351601
4112,E01004112,Sutton 016C,334,-0.2135278
4113,E01004113,Sutton 023D,376,0.01558562
4114,E01004114,Sutton 023E,372,-0.006234706
4115,E01004115,Sutton 009A,265,-0.5899285
4116,E01004116,Sutton 008A,546,0.9429495
4117,E01004117,Sutton 006A,160,-1.162712
4118,E01004118,Sutton 009B,400,0.1465076
4119,E01004119,Sutton 009C,197,-0.960874
4120,E01004120,Sutton 016D,222,-0.824497
4121,E01004121,Sutton 006B,295,-0.426276
4122,E01004122,Sutton 008B,269,-0.5681081
4123,E01004123,Sutton 002A,470,0.5283633
4124,E01004124,Sutton 002B,457,0.4574472
4125,E01004125,Sutton 001A,602,1.248434
4126,E01004126,Sutton 002C,500,0.6920158
4127,E01004127,Sutton 005A,540,0.910219
4128,E01004128,Sutton 002D,450,0.4192617
4129,E01004129,Sutton 002E,818,2.426732
4130,E01004130,Sutton 003A,459,0.4683574
4131,E01004131,Sutton 003B,272,-0.5517429
4132,E01004132,Sutton 009D,224,-0.8135868
4133,E01004133,Sutton 009E,195,-0.9717842
4134,E01004134,Sutton 003C,485,0.6101895
4135,E01004135,Sutton 003D,312,-0.3335396
4136,E01004136,Sutton 003E,277,-0.5244675
4137,E01004137,Sutton 012A,345,-0.1535219
4138,E01004138,Sutton 013C,394,0.1137771
4139,E01004139,Sutton 013D,534,0.8774885
4140,E01004140,Sutton 012B,974,3.277725
4141,E01004141,Sutton 012C,720,1.892134
4142,E01004142,Sutton 012D,745,2.028511
4143,E01004143,Sutton 014A,236,-0.7481258
4144,E01004144,Sutton 007A,313,-0.3280845
4145,E01004145,Sutton 007B,373,-0.000779625
4146,E01004146,Sutton 007C,525,0.8283928
4147,E01004147,Sutton 007D,464,0.4956328
4148,E01004148,Sutton 014B,550,0.9647698
4149,E01004149,Sutton 012E,388,0.0810466
4150,E01004150,Sutton 021C,727,1.930319
4151,E01004151,Sutton 021D,766,2.143067
4152,E01004152,Sutton 018A,837,2.530378
4153,E01004153,Sutton 021E,363,-0.05533044
4154,E01004154,Sutton 022E,213,-0.8735927
4155,E01004155,Sutton 018B,475,0.5556387
4156,E01004156,Sutton 018C,436,0.3428905
4157,E01004157,Sutton 016E,188,-1.00997
4158,E01004158,Sutton 018D,428,0.2992499
4159,E01004159,Sutton 014C,324,-0.2680786
4160,E01004160,Sutton 014D,219,-0.8408622
4161,E01004161,Sutton 014E,197,-0.960874
4162,E01004162,Sutton 018E,569,1.068416
4163,E01004163,Sutton 005B,300,-0.3990006
4164,E01004164,Sutton 004A,383,0.05377119
4165,E01004165,Sutton 005C,342,-0.1698872
4166,E01004166,Sutton 004B,359,-0.07715077
4167,E01004167,Sutton 005D,747,2.039421
4168,E01004168,Sutton 013E,327,-0.2517134
4169,E01004169,Sutton 004C,382,0.04831611
4170,E01004170,Sutton 017B,205,-0.9172334
4171,E01004171,Sutton 010A,441,0.3701659
4172,E01004172,Sutton 010B,546,0.9429495
4173,E01004173,Sutton 010C,385,0.06468136
4174,E01004174,Sutton 017C,382,0.04831611
4175,E01004175,Sutton 010D,401,0.1519627
4176,E01004176,Sutton 010E,296,-0.4208209
4177,E01004177,Sutton 020C,1229,4.66877
4178,E01004178,Sutton 017D,486,0.6156446
4179,E01004179,Sutton 017E,233,-0.7644911
4180,E01004180,Sutton 020D,295,-0.426276
4181,E01004181,Sutton 020E,580,1.128422
4182,E01004182,Sutton 019E,512,0.7574767
4183,E01004183,Sutton 001B,582,1.139332
4184,E01004184,Sutton 001C,526,0.8338479
4185,E01004185,Sutton 001D,514,0.7683869
4186,E01004186,Sutton 004D,340,-0.1807973
4187,E01004187,Sutton 005E,480,0.5829141
4188,E01004188,Sutton 004E,347,-0.1426117
4189,E01004189,Sutton 001E,545,0.9374944
4190,E01004190,Sutton 008C,286,-0.4753717
4191,E01004191,Sutton 008D,296,-0.4208209
4192,E01004192,Sutton 006C,320,-0.289899
4193,E01004193,Sutton 006D,223,-0.8190419
4194,E01004194,Sutton 008E,452,0.4301718
4195,E01004195,Sutton 006E,262,-0.6062937
4196,E01004196,Sutton 008F,298,-0.4099108
4197,E01004197,Tower Hamlets 002A,571,1.079327
4198,E01004198,Tower Hamlets 002B,490,0.6374649
4199,E01004199,Tower Hamlets 002C,305,-0.3717252
4200,E01004200,Tower Hamlets 005A,152,-1.206353
4201,E01004201,Tower Hamlets 002D,280,-0.5081022
4202,E01004202,Tower Hamlets 005B,213,-0.8735927
4203,E01004203,Tower Hamlets 005C,314,-0.3226294
4204,E01004204,Tower Hamlets 005D,697,1.766667
4205,E01004205,Tower Hamlets 013A,314,-0.3226294
4206,E01004206,Tower Hamlets 013B,546,0.9429495
4207,E01004207,Tower Hamlets 011A,401,0.1519627
4208,E01004208,Tower Hamlets 013C,182,-1.0427
4209,E01004209,Tower Hamlets 011B,318,-0.3008091
4210,E01004210,Tower Hamlets 011C,256,-0.6390242
4211,E01004211,Tower Hamlets 013D,373,-0.000779625
4212,E01004212,Tower Hamlets 011D,260,-0.6172039
4213,E01004213,Tower Hamlets 011E,280,-0.5081022
4214,E01004214,Tower Hamlets 030A,414,0.2228787
4215,E01004215,Tower Hamlets 028A,228,-0.7917665
4216,E01004216,Tower Hamlets 030B,196,-0.9663291
4217,E01004217,Tower Hamlets 030C,284,-0.4862819
4218,E01004218,Tower Hamlets 030D,205,-0.9172334
4219,E01004219,Tower Hamlets 028B,260,-0.6172039
4220,E01004220,Tower Hamlets 028C,102,-1.479107
4221,E01004221,Tower Hamlets 028D,256,-0.6390242
4222,E01004222,Tower Hamlets 001A,600,1.237524
4223,E01004223,Tower Hamlets 001B,553,0.9811351
4224,E01004224,Tower Hamlets 001C,389,0.08650168
4225,E01004225,Tower Hamlets 004A,124,-1.359095
4226,E01004226,Tower Hamlets 001D,351,-0.1207914
4227,E01004227,Tower Hamlets 004B,252,-0.6608445
4228,E01004228,Tower Hamlets 003A,472,0.5392735
4229,E01004229,Tower Hamlets 004C,348,-0.1371567
4230,E01004230,Tower Hamlets 003B,355,-0.0989711
4231,E01004231,Tower Hamlets 004D,366,-0.0389652
4232,E01004232,Tower Hamlets 003C,182,-1.0427
4233,E01004233,Tower Hamlets 003D,358,-0.08260585
4234,E01004234,Tower Hamlets 003E,306,-0.3662701
4235,E01004235,Tower Hamlets 008A,331,-0.2298931
4236,E01004236,Tower Hamlets 008B,303,-0.3826353
4237,E01004237,Tower Hamlets 008C,328,-0.2462583
4238,E01004238,Tower Hamlets 008D,304,-0.3771803
4239,E01004239,Tower Hamlets 008E,321,-0.2844439
4240,E01004240,Tower Hamlets 012A,280,-0.5081022
4241,E01004241,Tower Hamlets 012B,333,-0.2189829
4242,E01004242,Tower Hamlets 012C,293,-0.4371862
4243,E01004243,Tower Hamlets 020A,330,-0.2353481
4244,E01004244,Tower Hamlets 020B,592,1.193883
4245,E01004245,Tower Hamlets 018A,297,-0.4153658
4246,E01004246,Tower Hamlets 018B,287,-0.4699167
4247,E01004247,Tower Hamlets 020C,414,0.2228787
4248,E01004248,Tower Hamlets 018C,741,2.00669
4249,E01004249,Tower Hamlets 018D,314,-0.3226294
4250,E01004250,Tower Hamlets 020D,398,0.1355974
4251,E01004251,Tower Hamlets 023A,327,-0.2517134
4252,E01004252,Tower Hamlets 024A,635,1.428452
4253,E01004253,Tower Hamlets 024B,380,0.03740595
4254,E01004254,Tower Hamlets 023B,99,-1.495472
4255,E01004255,Tower Hamlets 023C,308,-0.3553599
4256,E01004256,Tower Hamlets 024C,442,0.375621
4257,E01004257,Tower Hamlets 024D,234,-0.759036
4258,E01004258,Tower Hamlets 023D,233,-0.7644911
4259,E01004259,Tower Hamlets 007A,371,-0.01168979
4260,E01004260,Tower Hamlets 007B,340,-0.1807973
4261,E01004261,Tower Hamlets 010A,136,-1.293634
4262,E01004262,Tower Hamlets 010B,354,-0.1044262
4263,E01004263,Tower Hamlets 007C,599,1.232069
4264,E01004264,Tower Hamlets 010C,264,-0.5953835
4265,E01004265,Tower Hamlets 010D,242,-0.7153953
4266,E01004266,Tower Hamlets 007D,377,0.0210407
4267,E01004267,Tower Hamlets 012D,251,-0.6662996
4268,E01004268,Tower Hamlets 012E,441,0.3701659
4269,E01004269,Tower Hamlets 014A,545,0.9374944
4270,E01004270,Tower Hamlets 014B,164,-1.140892
4271,E01004271,Tower Hamlets 014C,262,-0.6062937
4272,E01004272,Tower Hamlets 014D,276,-0.5299226
4273,E01004273,Tower Hamlets 014E,441,0.3701659
4274,E01004274,Tower Hamlets 031A,242,-0.7153953
4275,E01004275,Tower Hamlets 031B,202,-0.9335986
4276,E01004276,Tower Hamlets 031C,47,-1.779136
4277,E01004277,Tower Hamlets 029A,213,-0.8735927
4278,E01004278,Tower Hamlets 029B,183,-1.037245
4279,E01004279,Tower Hamlets 029C,117,-1.397281
4280,E01004280,Tower Hamlets 029D,229,-0.7863114
4281,E01004281,Tower Hamlets 031D,105,-1.462742
4282,E01004282,Tower Hamlets 031E,121,-1.37546
4283,E01004283,Tower Hamlets 016A,701,1.788487
4284,E01004284,Tower Hamlets 019A,290,-0.4535514
4285,E01004285,Tower Hamlets 019B,242,-0.7153953
4286,E01004286,Tower Hamlets 019C,351,-0.1207914
4287,E01004287,Tower Hamlets 016B,311,-0.3389947
4288,E01004288,Tower Hamlets 019D,496,0.6701954
4289,E01004289,Tower Hamlets 016C,426,0.2883397
4290,E01004290,Tower Hamlets 016D,629,1.395721
4291,E01004291,Tower Hamlets 027A,161,-1.157257
4292,E01004292,Tower Hamlets 026A,92,-1.533658
4293,E01004293,Tower Hamlets 027B,121,-1.37546
4294,E01004294,Tower Hamlets 026B,532,0.8665784
4295,E01004295,Tower Hamlets 026C,294,-0.4317311
4296,E01004296,Tower Hamlets 026D,247,-0.6881199
4297,E01004297,Tower Hamlets 027C,147,-1.233628
4298,E01004298,Tower Hamlets 022A,478,0.572004
4299,E01004299,Tower Hamlets 025A,112,-1.424556
4300,E01004300,Tower Hamlets 022B,351,-0.1207914
4301,E01004301,Tower Hamlets 025B,264,-0.5953835
4302,E01004302,Tower Hamlets 025C,176,-1.075431
4303,E01004303,Tower Hamlets 025D,269,-0.5681081
4304,E01004304,Tower Hamlets 022C,342,-0.1698872
4305,E01004305,Tower Hamlets 022D,255,-0.6444793
4306,E01004306,Tower Hamlets 015A,902,2.884959
4307,E01004307,Tower Hamlets 015B,178,-1.064521
4308,E01004308,Tower Hamlets 015C,222,-0.824497
